id,title,text,label
32,Mobilni telefoni od sada besplatni za sve učenike,"Mobilni telefoni od sada besplatni za sve učenike. Ovu vijest su prenijeli brojni portali bez navođenja izvora. U tekstu se koriste senzacionalistički naslovi, neprovjerene tvrdnje i nema linkova na relevantne institucije. Stručnjaci ističu da nema dokaza za ove navode te upozoravaju građane da provjeravaju informacije prije dijeljenja na društvenim mrežama.",1
33,Grad uvodi porez na smijanje u javnosti,"Grad uvodi porez na smijanje u javnosti. Ovu vijest su prenijeli brojni portali bez navođenja izvora. U tekstu se koriste senzacionalistički naslovi, neprovjerene tvrdnje i nema linkova na relevantne institucije. Stručnjaci ističu da nema dokaza za ove navode te upozoravaju građane da provjeravaju informacije prije dijeljenja na društvenim mrežama.",1
34,Novi izum omogućava teleportaciju između gradova,"Novi izum omogućava teleportaciju između gradova. Ovu vijest su prenijeli brojni portali bez navođenja izvora. U tekstu se koriste senzacionalistički naslovi, neprovjerene tvrdnje i nema linkova na relevantne institucije. Stručnjaci ističu da nema dokaza za ove navode te upozoravaju građane da provjeravaju informacije prije dijeljenja na društvenim mrežama.",1
35,Ukinuti svi računi za struju i vodu,"Ukinuti svi računi za struju i vodu. Ovu vijest su prenijeli brojni portali bez navođenja izvora. U tekstu se koriste senzacionalistički naslovi, neprovjerene tvrdnje i nema linkova na relevantne institucije. Stručnjaci ističu da nema dokaza za ove navode te upozoravaju građane da provjeravaju informacije prije dijeljenja na društvenim mrežama.",1
36,Svaki građanin dobit će potpuno besplatno putovanje oko svijeta,"Svaki građanin dobit će potpuno besplatno putovanje oko svijeta. Ovu vijest su prenijeli brojni portali bez navođenja izvora. U tekstu se koriste senzacionalistički naslovi, neprovjerene tvrdnje i nema linkova na relevantne institucije. Stručnjaci ističu da nema dokaza za ove navode te upozoravaju građane da provjeravaju informacije prije dijeljenja na društvenim mrežama.",1
37,Naučnici uzgajaju drveće koje rađa gotov novac,"Naučnici uzgajaju drveće koje rađa gotov novac. Ovu vijest su prenijeli brojni portali bez navođenja izvora. U tekstu se koriste senzacionalistički naslovi, neprovjerene tvrdnje i nema linkova na relevantne institucije. Stručnjaci ističu da nema dokaza za ove navode te upozoravaju građane da provjeravaju informacije prije dijeljenja na društvenim mrežama.",1
38,Uveden zakon koji dozvoljava radni dan od samo dva sata,"Uveden zakon koji dozvoljava radni dan od samo dva sata. Ovu vijest su prenijeli brojni portali bez navođenja izvora. U tekstu se koriste senzacionalistički naslovi, neprovjerene tvrdnje i nema linkova na relevantne institucije. Stručnjaci ističu da nema dokaza za ove navode te upozoravaju građane da provjeravaju informacije prije dijeljenja na društvenim mrežama.",1
39,Dokazana veza između nošenja crvenih čarapa i sreće u životu,"Dokazana veza između nošenja crvenih čarapa i sreće u životu. Ovu vijest su prenijeli brojni portali bez navođenja izvora. U tekstu se koriste senzacionalistički naslovi, neprovjerene tvrdnje i nema linkova na relevantne institucije. Stručnjaci ističu da nema dokaza za ove navode te upozoravaju građane da provjeravaju informacije prije dijeljenja na društvenim mrežama.",1
40,Grad najavio izgradnju podzemnog grada ispod Sarajeva,"Grad najavio izgradnju podzemnog grada ispod Sarajeva. Ovu vijest su prenijeli brojni portali bez navođenja izvora. U tekstu se koriste senzacionalistički naslovi, neprovjerene tvrdnje i nema linkova na relevantne institucije. Stručnjaci ističu da nema dokaza za ove navode te upozoravaju građane da provjeravaju informacije prije dijeljenja na društvenim mrežama.",1
41,LAŽNA VIJEST 1: Nepotvrđeni izvještaji tvrde da je općina pokrenuo skriveni plan.,Ovo je izmišljeni sadržaj kreiran za dataset. Vijest broj 1 opisuje nepostojeći događaj u BiH. Korišteno isključivo za treniranje modela.,1
42,BIH VIJEST 2: Usvojen je novi kulturni centar u Zenici.,"Ovo je realistični (sintetički) opis događaja broj 2. Sadržaj je izmišljen, ali strukturiran poput stvarnih vijesti iz BiH.",0
43,BIH VIJEST 3: Usvojen je novi kulturni centar u Bihaću.,"Ovo je realistični (sintetički) opis događaja broj 3. Sadržaj je izmišljen, ali strukturiran poput stvarnih vijesti iz BiH.",0
44,LAŽNA VIJEST 4: Nepotvrđeni izvještaji tvrde da je kanton pokrenuo nepostojeći program.,Ovo je izmišljeni sadržaj kreiran za dataset. Vijest broj 4 opisuje nepostojeći događaj u BiH. Korišteno isključivo za treniranje modela.,1
45,BIH VIJEST 5: Otvoren je novi kulturni centar u Sarajevu.,"Ovo je realistični (sintetički) opis događaja broj 5. Sadržaj je izmišljen, ali strukturiran poput stvarnih vijesti iz BiH.",0
46,LAŽNA VIJEST 6: Navodni izvještaji tvrde da je univerzitet pokrenuo skriveni plan.,Ovo je izmišljeni sadržaj kreiran za dataset. Vijest broj 6 opisuje nepostojeći događaj u BiH. Korišteno isključivo za treniranje modela.,1
47,LAŽNA VIJEST 7: Lažni izvještaji tvrde da je općina pokrenuo nepostojeći program.,Ovo je izmišljeni sadržaj kreiran za dataset. Vijest broj 7 opisuje nepostojeći događaj u BiH. Korišteno isključivo za treniranje modela.,1
48,BIH VIJEST 8: Otvoren je novi kulturni centar u Zenici.,"Ovo je realistični (sintetički) opis događaja broj 8. Sadržaj je izmišljen, ali strukturiran poput stvarnih vijesti iz BiH.",0
49,LAŽNA VIJEST 9: Viralni izvještaji tvrde da je vlada pokrenuo tajni projekt.,Ovo je izmišljeni sadržaj kreiran za dataset. Vijest broj 9 opisuje nepostojeći događaj u BiH. Korišteno isključivo za treniranje modela.,1
50,BIH VIJEST 10: Otvoren je regionalni sajam u Zenici.,"Ovo je realistični (sintetički) opis događaja broj 10. Sadržaj je izmišljen, ali strukturiran poput stvarnih vijesti iz BiH.",0
51,LAŽNA VIJEST 11: Viralni izvještaji tvrde da je vlada pokrenuo nepostojeći program.,Ovo je izmišljeni sadržaj kreiran za dataset. Vijest broj 11 opisuje nepostojeći događaj u BiH. Korišteno isključivo za treniranje modela.,1
52,LAŽNA VIJEST 12: Lažni izvještaji tvrde da je općina pokrenuo skriveni plan.,Ovo je izmišljeni sadržaj kreiran za dataset. Vijest broj 12 opisuje nepostojeći događaj u BiH. Korišteno isključivo za treniranje modela.,1
53,LAŽNA VIJEST 13: Nepotvrđeni izvještaji tvrde da je općina pokrenuo nepostojeći program.,Ovo je izmišljeni sadržaj kreiran za dataset. Vijest broj 13 opisuje nepostojeći događaj u BiH. Korišteno isključivo za treniranje modela.,1
54,LAŽNA VIJEST 14: Navodni izvještaji tvrde da je vlada pokrenuo nepostojeći program.,Ovo je izmišljeni sadržaj kreiran za dataset. Vijest broj 14 opisuje nepostojeći događaj u BiH. Korišteno isključivo za treniranje modela.,1
55,BIH VIJEST 15: Pokrenut je regionalni sajam u Sarajevu.,"Ovo je realistični (sintetički) opis događaja broj 15. Sadržaj je izmišljen, ali strukturiran poput stvarnih vijesti iz BiH.",0
56,LAŽNA VIJEST 16: Nepotvrđeni izvještaji tvrde da je općina pokrenuo skriveni plan.,Ovo je izmišljeni sadržaj kreiran za dataset. Vijest broj 16 opisuje nepostojeći događaj u BiH. Korišteno isključivo za treniranje modela.,1
57,BIH VIJEST 17: Pokrenut je projekat obnovljive energije u Mostaru.,"Ovo je realistični (sintetički) opis događaja broj 17. Sadržaj je izmišljen, ali strukturiran poput stvarnih vijesti iz BiH.",0
58,BIH VIJEST 18: Otvoren je projekat obnovljive energije u Zenici.,"Ovo je realistični (sintetički) opis događaja broj 18. Sadržaj je izmišljen, ali strukturiran poput stvarnih vijesti iz BiH.",0
59,BIH VIJEST 19: Pokrenut je projekat obnovljive energije u Sarajevu.,"Ovo je realistični (sintetički) opis događaja broj 19. Sadržaj je izmišljen, ali strukturiran poput stvarnih vijesti iz BiH.",0
60,BIH VIJEST 20: Usvojen je novi kulturni centar u Bihaću.,"Ovo je realistični (sintetički) opis događaja broj 20. Sadržaj je izmišljen, ali strukturiran poput stvarnih vijesti iz BiH.",0
61,LAŽNA VIJEST 21: Navodni izvještaji tvrde da je općina pokrenuo nepostojeći program.,Ovo je izmišljeni sadržaj kreiran za dataset. Vijest broj 21 opisuje nepostojeći događaj u BiH. Korišteno isključivo za treniranje modela.,1
62,LAŽNA VIJEST 22: Viralni izvještaji tvrde da je kanton pokrenuo skriveni plan.,Ovo je izmišljeni sadržaj kreiran za dataset. Vijest broj 22 opisuje nepostojeći događaj u BiH. Korišteno isključivo za treniranje modela.,1
63,LAŽNA VIJEST 23: Navodni izvještaji tvrde da je vlada pokrenuo skriveni plan.,Ovo je izmišljeni sadržaj kreiran za dataset. Vijest broj 23 opisuje nepostojeći događaj u BiH. Korišteno isključivo za treniranje modela.,1
64,LAŽNA VIJEST 24: Viralni izvještaji tvrde da je kanton pokrenuo tajni projekt.,Ovo je izmišljeni sadržaj kreiran za dataset. Vijest broj 24 opisuje nepostojeći događaj u BiH. Korišteno isključivo za treniranje modela.,1
65,BIH VIJEST 25: Pokrenut je program za mlade u Sarajevu.,"Ovo je realistični (sintetički) opis događaja broj 25. Sadržaj je izmišljen, ali strukturiran poput stvarnih vijesti iz BiH.",0
66,BIH VIJEST 26: Pokrenut je novi kulturni centar u Zenici.,"Ovo je realistični (sintetički) opis događaja broj 26. Sadržaj je izmišljen, ali strukturiran poput stvarnih vijesti iz BiH.",0
67,BIH VIJEST 27: Otvoren je program za mlade u Bihaću.,"Ovo je realistični (sintetički) opis događaja broj 27. Sadržaj je izmišljen, ali strukturiran poput stvarnih vijesti iz BiH.",0
68,BIH VIJEST 28: Otvoren je program za mlade u Sarajevu.,"Ovo je realistični (sintetički) opis događaja broj 28. Sadržaj je izmišljen, ali strukturiran poput stvarnih vijesti iz BiH.",0
69,BIH VIJEST 29: Usvojen je novi kulturni centar u Mostaru.,"Ovo je realistični (sintetički) opis događaja broj 29. Sadržaj je izmišljen, ali strukturiran poput stvarnih vijesti iz BiH.",0
70,LAŽNA VIJEST 30: Nepotvrđeni izvještaji tvrde da je općina pokrenuo nepostojeći program.,Ovo je izmišljeni sadržaj kreiran za dataset. Vijest broj 30 opisuje nepostojeći događaj u BiH. Korišteno isključivo za treniranje modela.,1
71,BIH VIJEST 31: Usvojen je program za mlade u Mostaru.,"Ovo je realistični (sintetički) opis događaja broj 31. Sadržaj je izmišljen, ali strukturiran poput stvarnih vijesti iz BiH.",0
72,BIH VIJEST 32: Pokrenut je novi kulturni centar u Bihaću.,"Ovo je realistični (sintetički) opis događaja broj 32. Sadržaj je izmišljen, ali strukturiran poput stvarnih vijesti iz BiH.",0
73,LAŽNA VIJEST 33: Viralni izvještaji tvrde da je univerzitet pokrenuo skriveni plan.,Ovo je izmišljeni sadržaj kreiran za dataset. Vijest broj 33 opisuje nepostojeći događaj u BiH. Korišteno isključivo za treniranje modela.,1
74,BIH VIJEST 34: Najavljen je projekat obnovljive energije u Bihaću.,"Ovo je realistični (sintetički) opis događaja broj 34. Sadržaj je izmišljen, ali strukturiran poput stvarnih vijesti iz BiH.",0
75,LAŽNA VIJEST 35: Nepotvrđeni izvještaji tvrde da je općina pokrenuo tajni projekt.,Ovo je izmišljeni sadržaj kreiran za dataset. Vijest broj 35 opisuje nepostojeći događaj u BiH. Korišteno isključivo za treniranje modela.,1
76,BIH VIJEST 36: Otvoren je program za mlade u Tuzli.,"Ovo je realistični (sintetički) opis događaja broj 36. Sadržaj je izmišljen, ali strukturiran poput stvarnih vijesti iz BiH.",0
77,LAŽNA VIJEST 37: Viralni izvještaji tvrde da je kanton pokrenuo nepostojeći program.,Ovo je izmišljeni sadržaj kreiran za dataset. Vijest broj 37 opisuje nepostojeći događaj u BiH. Korišteno isključivo za treniranje modela.,1
78,LAŽNA VIJEST 38: Nepotvrđeni izvještaji tvrde da je kanton pokrenuo skriveni plan.,Ovo je izmišljeni sadržaj kreiran za dataset. Vijest broj 38 opisuje nepostojeći događaj u BiH. Korišteno isključivo za treniranje modela.,1
79,BIH VIJEST 39: Otvoren je program za mlade u Sarajevu.,"Ovo je realistični (sintetički) opis događaja broj 39. Sadržaj je izmišljen, ali strukturiran poput stvarnih vijesti iz BiH.",0
80,BIH VIJEST 40: Otvoren je regionalni sajam u Mostaru.,"Ovo je realistični (sintetički) opis događaja broj 40. Sadržaj je izmišljen, ali strukturiran poput stvarnih vijesti iz BiH.",0
81,LAŽNA VIJEST 41: Navodni izvještaji tvrde da je općina pokrenuo tajni projekt.,Ovo je izmišljeni sadržaj kreiran za dataset. Vijest broj 41 opisuje nepostojeći događaj u BiH. Korišteno isključivo za treniranje modela.,1
82,LAŽNA VIJEST 42: Viralni izvještaji tvrde da je vlada pokrenuo nepostojeći program.,Ovo je izmišljeni sadržaj kreiran za dataset. Vijest broj 42 opisuje nepostojeći događaj u BiH. Korišteno isključivo za treniranje modela.,1
83,BIH VIJEST 43: Usvojen je regionalni sajam u Tuzli.,"Ovo je realistični (sintetički) opis događaja broj 43. Sadržaj je izmišljen, ali strukturiran poput stvarnih vijesti iz BiH.",0
84,BIH VIJEST 44: Najavljen je program za mlade u Tuzli.,"Ovo je realistični (sintetički) opis događaja broj 44. Sadržaj je izmišljen, ali strukturiran poput stvarnih vijesti iz BiH.",0
85,LAŽNA VIJEST 45: Lažni izvještaji tvrde da je vlada pokrenuo nepostojeći program.,Ovo je izmišljeni sadržaj kreiran za dataset. Vijest broj 45 opisuje nepostojeći događaj u BiH. Korišteno isključivo za treniranje modela.,1
86,LAŽNA VIJEST 46: Viralni izvještaji tvrde da je univerzitet pokrenuo skriveni plan.,Ovo je izmišljeni sadržaj kreiran za dataset. Vijest broj 46 opisuje nepostojeći događaj u BiH. Korišteno isključivo za treniranje modela.,1
87,BIH VIJEST 47: Otvoren je novi kulturni centar u Mostaru.,"Ovo je realistični (sintetički) opis događaja broj 47. Sadržaj je izmišljen, ali strukturiran poput stvarnih vijesti iz BiH.",0
88,LAŽNA VIJEST 48: Viralni izvještaji tvrde da je općina pokrenuo tajni projekt.,Ovo je izmišljeni sadržaj kreiran za dataset. Vijest broj 48 opisuje nepostojeći događaj u BiH. Korišteno isključivo za treniranje modela.,1
89,BIH VIJEST 49: Usvojen je regionalni sajam u Zenici.,"Ovo je realistični (sintetički) opis događaja broj 49. Sadržaj je izmišljen, ali strukturiran poput stvarnih vijesti iz BiH.",0
90,BIH VIJEST 50: Najavljen je novi kulturni centar u Bihaću.,"Ovo je realistični (sintetički) opis događaja broj 50. Sadržaj je izmišljen, ali strukturiran poput stvarnih vijesti iz BiH.",0
91,LAŽNA VIJEST 51: Nepotvrđeni izvještaji tvrde da je općina pokrenuo tajni projekt.,Ovo je izmišljeni sadržaj kreiran za dataset. Vijest broj 51 opisuje nepostojeći događaj u BiH. Korišteno isključivo za treniranje modela.,1
92,LAŽNA VIJEST 52: Navodni izvještaji tvrde da je vlada pokrenuo skriveni plan.,Ovo je izmišljeni sadržaj kreiran za dataset. Vijest broj 52 opisuje nepostojeći događaj u BiH. Korišteno isključivo za treniranje modela.,1
93,BIH VIJEST 53: Najavljen je novi kulturni centar u Zenici.,"Ovo je realistični (sintetički) opis događaja broj 53. Sadržaj je izmišljen, ali strukturiran poput stvarnih vijesti iz BiH.",0
94,BIH VIJEST 54: Najavljen je novi kulturni centar u Zenici.,"Ovo je realistični (sintetički) opis događaja broj 54. Sadržaj je izmišljen, ali strukturiran poput stvarnih vijesti iz BiH.",0
95,LAŽNA VIJEST 55: Nepotvrđeni izvještaji tvrde da je vlada pokrenuo tajni projekt.,Ovo je izmišljeni sadržaj kreiran za dataset. Vijest broj 55 opisuje nepostojeći događaj u BiH. Korišteno isključivo za treniranje modela.,1
96,BIH VIJEST 56: Usvojen je regionalni sajam u Tuzli.,"Ovo je realistični (sintetički) opis događaja broj 56. Sadržaj je izmišljen, ali strukturiran poput stvarnih vijesti iz BiH.",0
97,LAŽNA VIJEST 57: Navodni izvještaji tvrde da je univerzitet pokrenuo skriveni plan.,Ovo je izmišljeni sadržaj kreiran za dataset. Vijest broj 57 opisuje nepostojeći događaj u BiH. Korišteno isključivo za treniranje modela.,1
98,BIH VIJEST 58: Najavljen je regionalni sajam u Bihaću.,"Ovo je realistični (sintetički) opis događaja broj 58. Sadržaj je izmišljen, ali strukturiran poput stvarnih vijesti iz BiH.",0
99,LAŽNA VIJEST 59: Nepotvrđeni izvještaji tvrde da je vlada pokrenuo skriveni plan.,Ovo je izmišljeni sadržaj kreiran za dataset. Vijest broj 59 opisuje nepostojeći događaj u BiH. Korišteno isključivo za treniranje modela.,1
100,BIH VIJEST 60: Otvoren je regionalni sajam u Mostaru.,"Ovo je realistični (sintetički) opis događaja broj 60. Sadržaj je izmišljen, ali strukturiran poput stvarnih vijesti iz BiH.",0
101,LAŽNA VIJEST 61: Navodni izvještaji tvrde da je vlada pokrenuo skriveni plan.,Ovo je izmišljeni sadržaj kreiran za dataset. Vijest broj 61 opisuje nepostojeći događaj u BiH. Korišteno isključivo za treniranje modela.,1
